,Open,High,Low,Close,Volume
9/18/2020 0:00,4.9638,8.764,4.66,6.8914,135791137
9/19/2020 0:00,6.8918,7.5227,5.2368,5.7311,106389752
9/20/2020 0:00,5.7321,6.09,4.6272,5.2313,90765939
9/21/2020 0:00,5.231,5.6758,4.07,4.2532,110039120
9/22/2020 0:00,4.2637,4.56,3.7029,3.9101,98557117
9/23/2020 0:00,3.912,5.3343,3.901,4.3829,141742645
9/24/2020 0:00,4.383,5.3,4.2517,5.1553,95798055
9/25/2020 0:00,5.1503,5.5608,4.73,4.9089,64952833
9/26/2020 0:00,4.909,4.999,4.6806,4.873,38207202
9/27/2020 0:00,4.8701,5.2183,4.6807,4.8502,31796723
9/28/2020 0:00,4.852,4.96,4.1758,4.256,32567949
9/29/2020 0:00,4.2544,4.4189,4.1229,4.3884,26454732
9/30/2020 0:00,4.3883,4.3885,3.9511,4.1604,23432442
10/1/2020 0:00,4.1628,4.5185,3.9225,4.2392,39670118
10/2/2020 0:00,4.2429,4.2429,3.5602,3.894,33521844
10/3/2020 0:00,3.8922,4.1217,3.831,3.9012,18960474
10/4/2020 0:00,3.9035,3.948,3.6054,3.7255,23181609
10/5/2020 0:00,3.7225,3.7958,3.18,3.3233,35146506
10/6/2020 0:00,3.3234,3.3424,2.6211,2.7109,63109461
10/7/2020 0:00,2.7093,2.995,2.456,2.9558,74719910
10/8/2020 0:00,2.958,3.4623,2.6352,3.3501,76651161
10/9/2020 0:00,3.3495,3.6013,3.175,3.3806,46834530
10/10/2020 0:00,3.3819,3.6607,3.2643,3.2959,33319109
10/11/2020 0:00,3.2956,3.4521,3.1813,3.3624,26061619
10/12/2020 0:00,3.3612,3.6016,3.281,3.4572,28191393
10/13/2020 0:00,3.4567,3.5013,3.293,3.354,17837574
10/14/2020 0:00,3.3536,3.4368,2.9706,3.109,29895556
10/15/2020 0:00,3.109,3.1669,2.9112,3.0771,28135432
10/16/2020 0:00,3.0764,3.3647,2.874,3.0404,40724194
10/17/2020 0:00,3.0414,3.119,2.9718,3.053,16255664
10/18/2020 0:00,3.0524,3.2834,3.0415,3.2732,15958642
10/19/2020 0:00,3.2713,3.28,3.11,3.1687,14705745
10/20/2020 0:00,3.1687,3.189,2.8117,2.8587,22572765
