,Open,High,Low,Close,Volume
12/14/2017,290.01,298,252,272.4,5674.54
12/15/2017,272.4,314.21,239.99,294,16244.13
12/16/2017,294,305,285,293.97,8895.82
12/17/2017,293.97,328.8,290,311.4,14413.88
12/18/2017 0:00,311.23,360.96,277,352,17210.06137
12/18/2017,311.4,360.96,277,352,17036.7
12/19/2017 0:00,352,366.96,303.01,338.48,23190.32542
12/20/2017 0:00,336.05,357,260,302.7,31586.76711
12/21/2017 0:00,303.8,325.16,267.01,302,26212.1583
12/22/2017 0:00,303,315,177.58,250.99,81233.42425
12/23/2017 0:00,250.99,301.52,214.91,253.44,38709.14008
12/24/2017 0:00,253.44,277,220.03,262.9,33435.37202
12/25/2017 0:00,262.9,277.5,251.4,261.2,24415.6917
12/26/2017 0:00,261.17,282.82,258,277.98,21987.89021
12/27/2017 0:00,277.98,284.34,245.29,262.59,25036.78582
12/28/2017 0:00,262.61,266.7,222.03,244.68,34832.27138
12/29/2017 0:00,244.68,261,233.97,238.27,34985.03167
12/30/2017 0:00,238.27,244,193.2,206.03,52930.1782
12/31/2017 0:00,206.11,234.37,202.98,223.69,29739.10081
1/1/2018 0:00,223.69,231.19,212.74,222.61,20221.253
1/2/2018 0:00,222.62,256.49,222.62,247.33,63293.12934
1/3/2018 0:00,247.33,253.4,233.56,238.77,71369.27484
1/4/2018 0:00,238.89,240,219.38,233,78182.30493
1/5/2018 0:00,233.04,250.99,230,240.54,65010.14465
1/6/2018 0:00,240.95,315,238.73,275.28,100812.2137
1/7/2018 0:00,276.24,287,262,269.01,43811.61108
1/8/2018 0:00,269.01,271.82,212.74,252.65,76256.97086
1/9/2018 0:00,252.49,257.64,228.24,244.48,53921.90417
1/10/2018 0:00,244.56,248.99,225.05,247.63,70931.30085
1/11/2018 0:00,247.63,252.27,195.03,223.77,83842.47294
1/12/2018 0:00,223.76,240.45,213.01,233.11,45676.80703
1/13/2018 0:00,233.11,263.99,232.54,257.98,42811.12858
1/14/2018 0:00,257.98,271.64,222,234.12,62203.40257
1/15/2018 0:00,234.26,242.31,227.6,229.5,35755.94861
1/16/2018 0:00,229.5,242,135.67,179.28,150044.0732
