,Open,High,Low,Close,Volume
2017-12-18,772.99,798.88,760.1,784.0,3937.88045
2017-12-19,784.0,864.9,729.01,798.0,69423.62125
2017-12-20,798.0,828.0,661.0,790.21,72174.3392
2017-12-21,794.62,845.99,705.98,782.41,78222.53998
2017-12-22,784.0,796.0,504.99,635.97,153165.94996
2017-12-23,635.15,714.99,627.97,640.34,79001.05634
2017-12-24,640.33,667.64,563.49,658.0,93535.81959
2017-12-25,659.4,744.0,599.99,714.95,78266.98424
2017-12-26,713.12,750.0,712.56,750.0,59596.4306
2017-12-27,750.0,766.05,693.18,739.89,46090.38248
2017-12-28,739.89,744.93,645.88,707.89,66344.89131
2017-12-29,709.5,757.87,703.0,733.99,64028.12647
2017-12-30,732.9,735.0,635.82,681.06,89777.67616
2017-12-31,680.01,740.0,672.86,733.98,62628.24458
2018-01-01,733.01,763.55,716.8,754.99,53909.25885
2018-01-02,754.99,899.5,749.06,855.28,112104.56092
2018-01-03,855.13,950.01,810.0,934.03,88953.70834
2018-01-04,934.03,1009.72,890.01,940.0,102894.47384
2018-01-05,940.0,1045.0,930.0,959.3,97374.0163
2018-01-06,958.0,1017.56,950.0,1004.11,71954.27895
2018-01-07,1003.71,1125.0,999.9,1123.09,65278.81957
2018-01-08,1123.09,1239.18,910.0,1133.18,156846.81714
2018-01-09,1133.18,1326.5,1104.85,1291.0,118009.05085
2018-01-10,1291.0,1440.0,1201.1,1247.0,159350.52048
2018-01-11,1249.03,1332.49,1021.0,1138.93,193178.32005
2018-01-12,1136.45,1288.5,1069.01,1253.87,93763.47261
2018-01-13,1253.87,1427.01,1252.0,1388.02,75890.70657
2018-01-14,1388.1,1391.89,1220.89,1347.0,98086.79342
2018-01-15,1347.99,1383.13,1258.12,1271.0,69236.70476
2018-01-16,1268.65,1275.01,780.0,1000.0,308522.26481
2018-01-17,999.99,1075.51,755.0,1000.0,395523.01382
2018-01-18,1000.0,1075.2,925.0,994.0,287567.7133
2018-01-19,993.3,1079.0,941.0,1032.5,167074.70552
2018-01-20,1032.5,1165.4,1031.0,1152.75,122591.49422
2018-01-21,1150.37,1152.69,998.0,1049.0,174479.29159
2018-01-22,1049.0,1090.15,908.0,993.0,180142.91995
2018-01-23,993.0,1030.0,909.0,980.0,157499.38304
2018-01-24,981.2,1074.0,953.09,1061.0,134257.13316
2018-01-25,1060.34,1115.0,1030.26,1056.52,119414.38008
