,Open,High,Low,Close,Volume 
4/26/2019 0:00,0.00263,0.01052,0.00263,0.00545,2251813334
4/27/2019 0:00,0.00543,0.00586,0.00516,0.00521,440339020
4/28/2019 0:00,0.00521,0.00527,0.00434,0.00442,457183971.5
4/29/2019 0:00,0.00442,0.00456,0.00343,0.00347,520557584.6
4/30/2019 0:00,0.00346,0.00516,0.00346,0.00442,1165706894
5/1/2019 0:00,0.00442,0.00464,0.00402,0.00432,650430750
5/2/2019 0:00,0.00432,0.00468,0.0041,0.00419,270118878.8
5/3/2019 0:00,0.00419,0.0044,0.00394,0.00423,279265819.7
5/4/2019 0:00,0.00423,0.00425,0.00381,0.00397,151436176.6
5/5/2019 0:00,0.00396,0.00406,0.00359,0.00372,161357630.8
5/6/2019 0:00,0.00371,0.00392,0.0035,0.00373,270695596.4
5/7/2019 0:00,0.00374,0.00385,0.00333,0.00336,172934704.9
5/8/2019 0:00,0.00335,0.00348,0.00328,0.00333,154227974.6
5/9/2019 0:00,0.00336,0.00341,0.00303,0.00314,211829251.9
5/10/2019 0:00,0.00313,0.00388,0.00312,0.00378,408703745.6
5/11/2019 0:00,0.00379,0.00505,0.00371,0.0046,688249967.8
5/12/2019 0:00,0.00462,0.00572,0.00444,0.0053,1166562753
5/13/2019 0:00,0.00529,0.0092,0.00516,0.00868,2877309846
5/14/2019 0:00,0.00864,0.0112,0.00718,0.0078,3861464345
5/15/2019 0:00,0.00777,0.01,0.00705,0.00956,1803273014
5/16/2019 0:00,0.00957,0.01205,0.00826,0.01087,2158935027
5/17/2019 0:00,0.01086,0.01507,0.00921,0.01455,4397262356
5/18/2019 0:00,0.01456,0.01489,0.01205,0.01235,1670915898
5/19/2019 0:00,0.01235,0.02069,0.01226,0.02018,2909833093
5/20/2019 0:00,0.02016,0.035,0.01833,0.0295,4959586016
5/21/2019 0:00,0.02937,0.045,0.02438,0.02953,7216196146
5/22/2019 0:00,0.0295,0.0317,0.0205,0.02209,4411472530
5/23/2019 0:00,0.02215,0.03401,0.02143,0.02739,5742350972
5/24/2019 0:00,0.02736,0.0287,0.02265,0.02529,2439816666
5/25/2019 0:00,0.02527,0.02835,0.02302,0.02475,2092787379
5/26/2019 0:00,0.02482,0.02725,0.02305,0.02419,1308601539
5/27/2019 0:00,0.02417,0.02478,0.02076,0.02235,1191302945
5/28/2019 0:00,0.02232,0.0254,0.02102,0.0238,1527919637
5/29/2019 0:00,0.02379,0.02487,0.02207,0.02212,860955448.6
5/30/2019 0:00,0.02213,0.0233,0.01824,0.01972,1037590834
5/31/2019 0:00,0.01972,0.02299,0.01939,0.02216,1075501624
6/1/2019 0:00,0.02216,0.02289,0.02067,0.02104,963080818.8
6/2/2019 0:00,0.02107,0.02221,0.01961,0.02012,514773376.3
6/3/2019 0:00,0.02012,0.02099,0.01873,0.01911,515148781
6/4/2019 0:00,0.01911,0.02198,0.0178,0.02139,1436021143
6/5/2019 0:00,0.0214,0.02361,0.01954,0.02285,1684301209
6/6/2019 0:00,0.0229,0.02514,0.0215,0.02361,1610958058
6/7/2019 0:00,0.02361,0.02488,0.02231,0.02426,581785344.2
6/8/2019 0:00,0.02429,0.02662,0.0233,0.02583,892055754
6/9/2019 0:00,0.02583,0.0276,0.02431,0.02537,1037582797
6/10/2019 0:00,0.02537,0.02735,0.02388,0.02698,861155174.4
6/11/2019 0:00,0.02701,0.02706,0.02332,0.0239,652982968.7
6/12/2019 0:00,0.0239,0.02525,0.02281,0.02305,680341982.3
6/13/2019 0:00,0.02304,0.02475,0.02221,0.0231,1130423132
6/14/2019 0:00,0.02314,0.0233,0.019,0.02055,658163305.3
6/15/2019 0:00,0.02053,0.02295,0.02053,0.02179,659353874.4
6/16/2019 0:00,0.02179,0.0228,0.02063,0.0224,648967789.4
6/17/2019 0:00,0.02239,0.02385,0.02122,0.02175,567072821.4
6/18/2019 0:00,0.02175,0.02289,0.02122,0.02247,650343325.3
6/19/2019 0:00,0.02249,0.0244,0.02233,0.02309,1270664877
6/20/2019 0:00,0.02307,0.02376,0.02178,0.02241,684710485.3
6/21/2019 0:00,0.02242,0.02343,0.02061,0.021,1001459458
6/22/2019 0:00,0.02103,0.02276,0.0205,0.02194,1239942559
6/23/2019 0:00,0.02193,0.02238,0.02078,0.02104,942419639.9
6/24/2019 0:00,0.02104,0.02169,0.02,0.02072,290258602.6
6/25/2019 0:00,0.02072,0.02072,0.01903,0.0192,364473706.3
6/26/2019 0:00,0.0192,0.0195,0.01639,0.01795,826569793.3
6/27/2019 0:00,0.01788,0.02168,0.01723,0.01942,952899255.4
6/28/2019 0:00,0.01948,0.02116,0.01905,0.0192,490034713.7
6/29/2019 0:00,0.01925,0.02656,0.01922,0.02412,1290963508
6/30/2019 0:00,0.02407,0.0269,0.02201,0.02217,1018619377
7/1/2019 0:00,0.02218,0.02313,0.02009,0.02238,549433910.1
7/2/2019 0:00,0.02238,0.02265,0.01952,0.02002,394132210.2
7/3/2019 0:00,0.01998,0.02041,0.01857,0.0193,402571000
7/4/2019 0:00,0.01926,0.0193,0.017,0.01797,378345924.9
7/5/2019 0:00,0.01797,0.01958,0.0176,0.01811,245911827.1
7/6/2019 0:00,0.01811,0.01844,0.0175,0.01768,101526675.6
7/7/2019 0:00,0.01768,0.0184,0.01712,0.01759,138660572.1
7/8/2019 0:00,0.01761,0.01767,0.0165,0.01664,219596457.6
7/9/2019 0:00,0.01664,0.01722,0.01505,0.01622,309295834.9
7/10/2019 0:00,0.01622,0.01748,0.01477,0.0161,437375040.3
7/11/2019 0:00,0.01612,0.01687,0.01418,0.01442,264561118.6
7/12/2019 0:00,0.01443,0.0165,0.01409,0.0157,248278116.1
7/13/2019 0:00,0.0157,0.01778,0.01515,0.01662,433122420.4
7/14/2019 0:00,0.01664,0.01745,0.01417,0.01431,296945768.7
7/15/2019 0:00,0.01431,0.01435,0.01288,0.01386,195436667.1
7/16/2019 0:00,0.01385,0.01459,0.0118,0.01206,258587967.7
7/17/2019 0:00,0.01202,0.014,0.01163,0.01316,252450983.1
7/18/2019 0:00,0.01314,0.01425,0.0125,0.01362,224879379.3
7/19/2019 0:00,0.01365,0.01392,0.01317,0.01337,82349270
7/20/2019 0:00,0.01343,0.01448,0.01322,0.0139,104993002.1
7/21/2019 0:00,0.01395,0.01409,0.0131,0.01345,51976782.7
7/22/2019 0:00,0.01346,0.0136,0.0124,0.01272,67716133.2
7/23/2019 0:00,0.01278,0.01282,0.01145,0.01154,104242721.3
7/24/2019 0:00,0.01146,0.01249,0.01109,0.01193,96196226.9
7/25/2019 0:00,0.01191,0.01279,0.0119,0.01218,90884427.6
7/26/2019 0:00,0.01218,0.01298,0.0119,0.01277,87262445.6
7/27/2019 0:00,0.01275,0.01327,0.01173,0.01198,86377810.4
7/28/2019 0:00,0.01198,0.01216,0.01124,0.01179,57836881.2
7/29/2019 0:00,0.01173,0.01196,0.01126,0.01133,50457970.7
7/30/2019 0:00,0.01135,0.01168,0.011,0.01157,53295692.4
7/31/2019 0:00,0.01151,0.01166,0.01112,0.01131,77499188.1
8/1/2019 0:00,0.01134,0.01154,0.01055,0.01062,111946706.8
8/2/2019 0:00,0.01061,0.01155,0.01041,0.01109,144581652.3
8/3/2019 0:00,0.01109,0.0114,0.01058,0.01062,90599072.9
8/4/2019 0:00,0.01062,0.01099,0.01013,0.01022,99736984.5
8/5/2019 0:00,0.01022,0.01293,0.00951,0.01169,718163052.7
8/6/2019 0:00,0.01168,0.01736,0.01164,0.01531,1705674411
8/7/2019 0:00,0.01531,0.02063,0.01531,0.01666,1977529842
8/8/2019 0:00,0.01669,0.01764,0.01416,0.01453,887359062.8
8/9/2019 0:00,0.01444,0.01486,0.0121,0.01218,567134284.2
8/10/2019 0:00,0.01215,0.01549,0.01213,0.01497,819362182.3
8/11/2019 0:00,0.01501,0.0187,0.01402,0.01603,1195445043
8/12/2019 0:00,0.01609,0.0182,0.01582,0.01691,839532697.5
8/13/2019 0:00,0.01692,0.01725,0.01502,0.01682,643086628.6
8/14/2019 0:00,0.01682,0.01737,0.01454,0.01475,673891620.9
8/15/2019 0:00,0.01475,0.01566,0.0142,0.01455,365523090.1
8/16/2019 0:00,0.01458,0.01472,0.01316,0.0133,333896356.1
8/17/2019 0:00,0.0133,0.0148,0.01322,0.01417,286427641.9
8/18/2019 0:00,0.01416,0.01455,0.0136,0.0139,211127169.5
8/19/2019 0:00,0.01393,0.01594,0.01384,0.01542,438255057.4
8/20/2019 0:00,0.01543,0.01599,0.01481,0.01578,306085526.1
8/21/2019 0:00,0.01582,0.01597,0.01442,0.01547,344245407.3
8/22/2019 0:00,0.01551,0.01713,0.01465,0.01672,488617075.7
8/23/2019 0:00,0.0167,0.01736,0.01495,0.01534,360555621
8/24/2019 0:00,0.01536,0.01545,0.0142,0.01483,305267605.2
8/25/2019 0:00,0.01483,0.01496,0.01355,0.01373,151830261.6
8/26/2019 0:00,0.01368,0.01473,0.01366,0.01392,162985868.3
8/27/2019 0:00,0.01391,0.0149,0.01372,0.01416,178712745
8/28/2019 0:00,0.01417,0.01461,0.01275,0.01291,166959782.2
8/29/2019 0:00,0.01291,0.01291,0.01148,0.01168,148121402.9
8/30/2019 0:00,0.01168,0.01245,0.01155,0.01232,109461152.5
8/31/2019 0:00,0.01232,0.01234,0.01132,0.01177,70188124.4
9/1/2019 0:00,0.01175,0.01236,0.01152,0.01217,70966390.6
9/2/2019 0:00,0.01225,0.01395,0.01202,0.01378,221181128.9
9/3/2019 0:00,0.01374,0.015,0.01275,0.01433,236492770.3
9/4/2019 0:00,0.01431,0.01457,0.01381,0.0141,135373752.1
9/5/2019 0:00,0.01411,0.0152,0.01403,0.01487,215593248.6
9/6/2019 0:00,0.01487,0.01491,0.0134,0.01358,204994676.4
9/7/2019 0:00,0.01356,0.01408,0.01347,0.01379,85406834.3
9/8/2019 0:00,0.01378,0.01401,0.01364,0.01387,56146893.1
9/9/2019 0:00,0.01387,0.01464,0.01297,0.0141,209711539.9
9/10/2019 0:00,0.0141,0.01438,0.01319,0.0135,95787661
9/11/2019 0:00,0.01351,0.01372,0.01285,0.0131,92349749.8
9/12/2019 0:00,0.0131,0.01316,0.0125,0.01296,80307156.9
9/13/2019 0:00,0.01294,0.01322,0.01267,0.01293,44860625
9/14/2019 0:00,0.01293,0.01344,0.01284,0.01305,48470841.6
9/15/2019 0:00,0.01304,0.01324,0.01259,0.01283,56612198.1
9/16/2019 0:00,0.01283,0.013,0.01251,0.0129,56442517.6
9/17/2019 0:00,0.0129,0.01388,0.01276,0.01348,96218969.6
9/18/2019 0:00,0.01347,0.01486,0.01335,0.01432,300820774.4
9/19/2019 0:00,0.01432,0.01443,0.01291,0.01366,198458620.2
9/20/2019 0:00,0.01374,0.01388,0.01338,0.01363,56120816.5
9/21/2019 0:00,0.01362,0.01366,0.01313,0.01331,48485065.1
9/22/2019 0:00,0.01335,0.01336,0.01234,0.01252,83065792.8
9/23/2019 0:00,0.01252,0.01305,0.01215,0.01224,64180261.9
9/24/2019 0:00,0.01219,0.01348,0.0105,0.01088,270931468.1
9/25/2019 0:00,0.01095,0.0118,0.01037,0.01098,156085317.8
9/26/2019 0:00,0.01096,0.01153,0.01,0.01059,124237242.6
