,Open,High,Low,Close,Volume 
9/14/2020 0:00,3.2002,4.91,3.2002,3.2661,4788171
9/15/2020 0:00,3.2629,3.3258,2.9001,2.9332,4318305
9/16/2020 0:00,2.9299,2.9299,2.4316,2.5395,5698128
9/17/2020 0:00,2.54,2.936,2.3569,2.8855,6499338
9/18/2020 0:00,2.8821,3.15,2.724,3.108,6310796
9/19/2020 0:00,3.108,3.2509,2.955,3.0193,5004414
9/20/2020 0:00,3.0159,3.0173,2.6876,2.8635,4430783
9/21/2020 0:00,2.8567,3.03,2.4576,2.7539,6299704
9/22/2020 0:00,2.7544,3.01,2.6094,2.9183,8942906
9/23/2020 0:00,2.9196,3.0935,2.6863,2.8313,7291781
9/24/2020 0:00,2.835,3.2538,2.7607,3.1392,6564611
9/25/2020 0:00,3.1314,3.2698,2.898,3.1821,5925744
9/26/2020 0:00,3.1871,3.249,3.017,3.1262,5033808
9/27/2020 0:00,3.1275,3.1883,2.977,3.1617,4684139
9/28/2020 0:00,3.1596,3.2116,2.8909,2.9564,4954686
9/29/2020 0:00,2.956,3.0207,2.874,2.9517,4430934
9/30/2020 0:00,2.95,2.989,2.8285,2.9004,3951833
10/1/2020 0:00,2.9008,2.9968,2.6546,2.8701,4852685
10/2/2020 0:00,2.8694,2.8851,2.4224,2.6236,5582857
10/3/2020 0:00,2.6271,2.6689,2.5326,2.5454,4150340
10/4/2020 0:00,2.5447,2.5909,2.4266,2.5236,4641666
10/5/2020 0:00,2.5244,2.677,2.4561,2.6495,4421463
10/6/2020 0:00,2.6517,2.661,2.1346,2.1732,5435007
10/7/2020 0:00,2.1725,2.4,2.0854,2.3027,6627417
10/8/2020 0:00,2.3036,2.4629,2.0117,2.3716,8385420
10/9/2020 0:00,2.3717,2.6289,2.3101,2.5363,6662396
10/10/2020 0:00,2.5356,2.611,2.3907,2.407,5487486
10/11/2020 0:00,2.4065,2.4609,2.3378,2.4257,4904544
10/12/2020 0:00,2.4269,2.7096,2.4171,2.5825,6382872
10/13/2020 0:00,2.582,2.5889,2.3355,2.4048,6883812
10/14/2020 0:00,2.4053,2.4464,2.2337,2.3087,4990767
10/15/2020 0:00,2.3102,2.3443,2.1928,2.267,4524474
10/16/2020 0:00,2.2668,2.2708,2.103,2.1404,5792357
10/17/2020 0:00,2.1401,2.2425,2.11,2.2062,4136722
10/18/2020 0:00,2.2069,2.2649,2.1804,2.2186,3907591
10/19/2020 0:00,2.2167,2.2206,2.051,2.0578,4834438
10/20/2020 0:00,2.0576,2.1083,1.8457,1.8905,6052367
10/21/2020 0:00,1.8885,2.1098,1.8474,1.8933,10108189
10/22/2020 0:00,1.8933,2.0905,1.8629,1.9619,6143069
10/23/2020 0:00,1.962,1.9938,1.8502,1.9645,5454719
10/24/2020 0:00,1.9666,1.9734,1.88,1.9196,4059055
10/25/2020 0:00,1.9179,1.9281,1.7628,1.7937,5740317
10/26/2020 0:00,1.7946,1.8723,1.6162,1.6786,6534261
10/27/2020 0:00,1.6777,1.7542,1.5928,1.7135,7047936
10/28/2020 0:00,1.7131,1.7287,1.4555,1.5196,10242140
10/29/2020 0:00,1.5195,1.5773,1.4146,1.4325,6341465
10/30/2020 0:00,1.4321,1.4677,1.3379,1.4378,7038014
10/31/2020 0:00,1.4367,1.5501,1.4269,1.5472,5962596
11/1/2020 0:00,1.5474,1.6465,1.5132,1.6076,5514776
11/2/2020 0:00,1.6062,1.6426,1.4644,1.4741,5293427
11/3/2020 0:00,1.4729,1.4857,1.4109,1.4131,5470217
11/4/2020 0:00,1.4149,1.4166,1.2737,1.391,7471679
11/5/2020 0:00,1.3912,1.489,1.302,1.4011,7267156
11/6/2020 0:00,1.4015,1.9474,1.3954,1.8998,15848200
11/7/2020 0:00,1.8978,2.5,1.8324,2.0283,36707735
11/8/2020 0:00,2.0304,2.2868,1.965,2.1571,16913035
11/9/2020 0:00,2.1571,2.2024,1.9517,2.0393,13460103
11/10/2020 0:00,2.0417,2.3306,2.0088,2.2652,8961990
11/11/2020 0:00,2.2659,2.3041,1.9674,2.003,7201587
11/12/2020 0:00,2.0012,2.0618,1.8265,1.9083,6848757
11/13/2020 0:00,1.9082,2.0821,1.9,2.0191,6925383
11/14/2020 0:00,2.0182,2.0381,1.8749,1.92,6352416
11/15/2020 0:00,1.9206,2.2252,1.9131,2.0431,11659509
11/16/2020 0:00,2.0421,2.372,1.9859,2.268,11366459
11/17/2020 0:00,2.2681,2.3431,2.1263,2.207,10271223
11/18/2020 0:00,2.2041,2.2246,1.9977,2.1166,9500906
11/19/2020 0:00,2.1151,2.1883,2.0125,2.0797,8017468
11/20/2020 0:00,2.0802,2.2445,2.0515,2.1052,8621112
11/21/2020 0:00,2.1079,2.5204,2.0313,2.3991,14596123
11/22/2020 0:00,2.4013,2.4287,2.0302,2.1502,11135646
11/23/2020 0:00,2.1488,2.3611,2.1045,2.2826,10403310
11/24/2020 0:00,2.2839,2.484,2.1323,2.2894,15447405
11/25/2020 0:00,2.2896,2.4856,2.1686,2.2673,16621443
